state,session.year_start,bill_number,description,status,url,Type, , , , , , , , , , , , , , , , , , 
MI,2015,HB4858,Family law; marriage and divorce; prohibiting requirement of religious official based on violation of conscience or religious beliefs to solemnize a marriage; provide for immunity under certain circumstances. Amends 1846 RS 83 (MCL 551.1 - 551.18) by adding sec. 8.,Intro,https://legiscan.com/MI/bill/HB4858/2015,Marriage,,,,,,,,,,,,,,,,,,
MI,2016,HB4733,"Family law; marriage and divorce; government facilitated marriage licenses; eliminate, restore common law marriage, and only allow clergy to solemnize marriages. Amends title & secs. 1, 2, 3, 4, 6 & 8 of 1887 PA 128 (MCL 551.101 et seq.); adds sec. 1a & repeals secs. 3a & 5 of 1887 PA 128 (MCL 551.103a & 551.105). TIE BAR WITH: HB 4731'15, HB 4732'15",Intro,https://legiscan.com/MI/bill/HB4733/2015,Marriage,,,,,,,,,,,,,,,,,,
MI,2017,HB4331,Family law; marriage and divorce; religious official's refusal to solemnize a marriage based on violation of conscience or religious beliefs; provide immunity under certain circumstances. Amends 1846 RS 83 (MCL 551.1 - 551.18) by adding sec. 8.,Intro,https://legiscan.com/MI/bill/HB4331/2017,Marriage,,,,,,,,,,,,,,,,,,
MI,2015,SB0004,Civil rights; religious discrimination; Michigan religious freedom restoration act; create. Creates new act.,Intro,https://legiscan.com/MI/bill/SB0004/2015,Religious Freedom Restoration Act,,,,,,,,,,,,,,,,,,
MI,2015,HB4188,"Children; adoption; objection to placements by child placing agency based on religious or moral convictions; allow. Amends 1973 PA 116 (MCL 722.111 - 722.128) by adding secs. 14e & 14f. TIE BAR WITH: HB 4189'15, HB 4190'15",Passed,https://legiscan.com/MI/bill/HB4188/2015,Adoption Bill,,,,,,,,,,,,,,,,,,
MI,2015,HB4189,"Children; adoption; objection to placements by child placing agency based on religious or moral convictions; allow. Amends 1939 PA 288 (MCL 710.21 - 712B.41) by adding sec. 23g to ch. X. TIE BAR WITH: HB 4188'15, HB 4190'15",Passed,https://legiscan.com/MI/bill/HB4189/2015,Adoption Bill,,,,,,,,,,,,,,,,,,
MI,2015,HB4190,"Children; adoption; licensure of child placing agency that objects to placements on religious or moral grounds; allow. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 5a. TIE BAR WITH: HB 4188'15, HB 4189'15",Passed,https://legiscan.com/MI/bill/HB4190/2015,Adoption Bill,,,,,,,,,,,,,,,,,,
MI,2016,HB1523,"An Act To Create The ""protecting Freedom Of Conscience From Government Discrimination Act""; To Provide Certain Protections Regarding A Sincerely Held Religious Belief Or Moral Conviction For Persons, Religious Organizations And Private Associations; To Define A Discriminatory Action For Purposes Of This Act; To Provide That A Person May Assert A Violation Of This Act As A Claim Against The Government; To Provide Certain Remedies; To Require A Person Bringing A Claim Under This Act To Do So Not Later Than Two Years After The Discriminatory Action Was Taken; To Provide Certain Definitions; And For Related Purposes.",Passed,https://legiscan.com/MS/bill/HB1523/2016,Adoption Bill,,,,,,,,,,,,,,,,,,
MI,2011,HR0185,A resolution to memorialize Congress to enact the Respect for Rights of Conscience Act of 2011 and to urge the President of the United States to reverse the Department of Health and Human Services regulation that violates religious liberties and forces almost every private health plan in the country to include coverage for services that are contrary to the religious beliefs and practices of certain faiths.,Passed,https://legiscan.com/MI/bill/HR0185/2011,Healthcare,,,,,,,,,,,,,,,,,,
MI,2017,HR0223,"A resolution to declare January 16, 2018, as Religious Freedom Day in the state of Michigan",Passed,https://legiscan.com/MI/bill/HR0223/2017,Religious Freedom Day,,,,,,,,,,,,,,,,,,
MN,2015,SF2158,Freedom of conscience; individuals with certain religious held beliefs human rights provisions exemption authorization,Dead,https://legiscan.com/MN/bill/SF2158/2015,Marriage,,,,,,,,,,,,,,,,,,
MN,2015,HF2462,Religious belief exemption for entities provided certain services provided.,Dead,https://legiscan.com/MN/bill/HF2462/2015,Marriage,,,,,,,,,,,,,,,,,,
MN,2017,HF43,Religious belief exemption for entities providing services provided.,Intro,https://legiscan.com/MN/bill/HF43/2017,Adoption Bill,,,,,,,,,,,,,,,,,,
MN,2019,HF606,"Student absence from school for religious holidays modified, and employee leave for religious holidays required.",Intro,https://legiscan.com/MN/bill/HF606/2019,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MN,2019,SF661,Student and employee absence from school or work for religious holidays modifications,Intro,https://legiscan.com/MN/bill/SF661/2019,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MN,2013,HF1771,Student Religious Liberties Act established.,Intro,https://legiscan.com/MN/bill/HF1771/2013,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MN,2013,SF1609,Student Religious Liberties Act of 2013,Intro,https://legiscan.com/MN/bill/SF1609/2013,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MN,2015,HF118,Student Religious Liberties Act established.,Intro,https://legiscan.com/MN/bill/HF118/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MN,2015,SF2975,Student Religious Liberties Act of 2015,Intro,https://legiscan.com/MN/bill/SF2975/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MN,2017,HF3665,Display of national motto in school buildings required.,Intro,https://legiscan.com/MN/bill/HF3665/2017,National Motto Display Act,,,,,,,,,,,,,,,,,,
MN,2017,SF3061,National motto display on school buildings requirement,Intro,https://legiscan.com/MN/bill/SF3061/2017,National Motto Display Act,,,,,,,,,,,,,,,,,,
MN,2019,HF1640,National motto display in schools provided.,Intro,https://legiscan.com/MN/bill/HF1640/2019,National Motto Display Act,,,,,,,,,,,,,,,,,,
MN,2019,SF784,"National motto ""In God We Trust"" display in schools authorization",Intro,https://legiscan.com/MN/bill/SF784/2019,National Motto Display Act,,,,,,,,,,,,,,,,,,
MN,2019,SR53,A Senate resolution expressing the sense of the Minnesota Senate concerning Religious Freedom Day,Intro,https://legiscan.com/MN/bill/SR53/2019,Religious Freedom Day,,,,,,,,,,,,,,,,,,
MO,2015,HB104,Creates the Student Freedom of Association Act,Dead,https://legiscan.com/MO/bill/HB104/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MO,2015,SB311,Prohibits public higher education institutions from denying religious student associations benefits available to other student associations,Dead,https://legiscan.com/MO/bill/SB311/2015,Free Exercise of Religion,,,,,,,,,,,,,,,,,,
MO,2015,HB1337,Allows a person authorized to solemnize marriages to refuse to solemnize a marriage which is contrary to the religious beliefs or sincerely held moral convictions of such person,Dead,https://legiscan.com/MO/bill/HB1337/2015,Marriage,,,,,,,,,,,,,,,,,,
MO,2016,HB2040,Provides that certain religious organizations or persons are not required to participate in any part of a marriage or celebration of a marriage if it would violate a sincerely held religious belief,Dead,https://legiscan.com/MO/bill/HB2040/2016,Marriage,,,,,,,,,,,,,,,,,,
MO,2017,HB205,Allows a person authorized to solemnize marriages to refuse to solemnize a marriage which is contrary to the religious beliefs or sincerely held moral convictions of such person,Dead,https://legiscan.com/MO/bill/HB205/2017,Marriage,,,,,,,,,,,,,,,,,,
MO,2016,HJR96,Proposes a constitutional amendment that prohibits penalties by the state against religious organizations or certain persons for beliefs or acts based on religious beliefs,Intro,https://legiscan.com/MO/bill/HJR96/2016,Adoption Bill,,,,,,,,,,,,,,,,,,
